time,supi,location_type,duration,time_of_day,NrCellId
2025-01-20 14:19:30,208930000000004,leisure2,7200,afternoon,000000060
2025-01-20 16:06:03,208930000000003,coffee2,1800,afternoon,000000060
2025-01-20 16:23:53,208930000000004,coffee2,1800,afternoon,000000060
2025-01-20 16:43:33,208930000000003,coffee1,1800,afternoon,000000040
2025-01-20 16:52:15,208930000000001,leisure2,7200,afternoon,000000060
2025-01-20 16:56:33,208930000000004,work,7200,afternoon,000000030
2025-01-20 17:09:49,208930000000002,gym1,3600,evening,000000040
2025-01-20 17:15:08,208930000000003,home,7200,evening,000000040
2025-01-20 18:16:49,208930000000002,restaurant1,3600,evening,000000030
2025-01-20 18:41:22,208930000000001,leisure1,7200,evening,000000030
2025-01-20 18:59:52,208930000000004,gym2,3600,evening,000000030
2025-01-20 19:19:45,208930000000003,gym1,3600,evening,000000040
2025-01-20 20:05:23,208930000000004,leisure2,7200,evening,000000060
2025-01-20 20:20:16,208930000000002,leisure1,7200,evening,000000030
2025-01-20 20:23:09,208930000000003,home,7200,evening,000000040
2025-01-20 20:45:38,208930000000001,gym1,3600,evening,000000040
2025-01-20 20:57:41,208930000000003,restaurant1,3600,evening,000000030
2025-01-20 21:23:37,208930000000001,leisure1,7200,evening,000000030
2025-01-20 21:34:27,208930000000002,restaurant1,3600,evening,000000030
2025-01-20 22:01:17,208930000000003,home,7200,evening,000000040
2025-01-20 22:09:44,208930000000004,gym2,3600,evening,000000060
2025-01-20 22:38:48,208930000000002,home,7200,evening,000000060
2025-01-20 23:11:35,208930000000004,restaurant1,3600,evening,000000030
2025-01-20 23:12:06,208930000000003,gym1,3600,evening,000000040
2025-01-20 23:27:17,208930000000001,restaurant2,3600,evening,000000030
2025-01-20 23:27:59,208930000000002,restaurant2,3600,evening,000000040
2025-01-21 00:00:37,208930000000001,leisure1,7200,night,000000030
2025-01-21 00:14:05,208930000000004,leisure1,7200,night,000000030
2025-01-21 00:14:18,208930000000003,home,7200,night,000000040
2025-01-21 00:30:29,208930000000002,leisure2,7200,night,000000060
2025-01-21 01:28:18,208930000000002,leisure1,7200,night,000000040
2025-01-21 01:41:16,208930000000003,leisure1,7200,night,000000040
2025-01-21 02:05:14,208930000000001,leisure2,7200,night,000000060
2025-01-21 02:17:17,208930000000004,home,7200,night,000000040
2025-01-21 03:39:11,208930000000002,leisure2,7200,night,000000050
2025-01-21 03:50:16,208930000000001,leisure1,7200,night,000000030
2025-01-21 04:21:55,208930000000004,leisure1,7200,night,000000040
2025-01-21 05:27:17,208930000000001,coffee1,1800,morning,000000040
2025-01-21 06:00:05,208930000000001,work,7200,morning,000000030
2025-01-21 06:06:47,208930000000002,work,7200,morning,000000040
2025-01-21 06:18:44,208930000000003,work,7200,morning,000000040
2025-01-21 06:26:08,208930000000004,coffee2,1800,morning,000000050
2025-01-21 07:00:50,208930000000004,work,7200,morning,000000030
2025-01-21 07:19:56,208930000000001,coffee2,1800,morning,000000060
2025-01-21 07:52:39,208930000000001,work,7200,morning,000000040
2025-01-21 07:55:07,208930000000003,coffee1,1800,morning,000000040
2025-01-21 07:59:31,208930000000002,gym2,3600,morning,000000030
2025-01-21 08:26:13,208930000000003,home,7200,morning,000000040
2025-01-21 09:03:47,208930000000002,work,7200,morning,000000040
2025-01-21 09:06:03,208930000000004,coffee2,1800,morning,000000050
2025-01-21 09:38:18,208930000000004,gym2,3600,morning,000000030
2025-01-21 09:45:52,208930000000003,work,7200,morning,000000040
2025-01-21 10:40:27,208930000000004,work,7200,morning,000000030
2025-01-21 12:10:15,208930000000002,leisure1,7200,lunch,000000040
2025-01-21 12:11:58,208930000000003,restaurant2,3600,lunch,000000040
2025-01-21 12:44:11,208930000000004,restaurant1,3600,lunch,000000030
2025-01-21 13:16:10,208930000000003,work,7200,lunch,000000050
2025-01-21 13:46:24,208930000000004,work,7200,lunch,000000030
2025-01-21 14:15:32,208930000000001,leisure2,7200,afternoon,000000050
2025-01-21 14:20:07,208930000000003,leisure2,7200,afternoon,000000050
2025-01-21 14:43:31,208930000000001,work,7200,afternoon,000000060
2025-01-21 15:50:28,208930000000004,leisure1,7200,afternoon,000000030
2025-01-21 16:07:04,208930000000003,work,7200,afternoon,000000040
2025-01-21 16:54:29,208930000000002,work,7200,afternoon,000000040
2025-01-21 17:46:14,208930000000003,restaurant2,3600,evening,000000040
2025-01-21 17:55:38,208930000000004,restaurant2,3600,evening,000000030
2025-01-21 18:09:48,208930000000001,home,0,evening,000000050
2025-01-21 18:11:55,208930000000001,gym1,3600,evening,000000050
2025-01-21 18:49:12,208930000000003,home,7200,evening,000000040
2025-01-21 18:53:52,208930000000002,gym1,3600,evening,000000040
2025-01-21 18:57:48,208930000000004,gym2,3600,evening,000000030
2025-01-21 19:15:58,208930000000001,home,7200,evening,000000040
2025-01-21 19:56:58,208930000000002,home,7200,evening,000000040
2025-01-21 20:00:23,208930000000004,restaurant2,3600,evening,000000030
2025-01-21 20:21:27,208930000000003,gym1,3600,evening,000000040
2025-01-21 20:29:07,208930000000001,restaurant1,3600,evening,000000060
2025-01-21 21:02:46,208930000000004,leisure1,7200,evening,000000030
2025-01-21 21:16:01,208930000000002,leisure2,7200,evening,000000050
2025-01-21 21:25:56,208930000000003,leisure1,7200,evening,000000040
2025-01-21 21:32:06,208930000000001,gym2,3600,evening,000000030
2025-01-21 22:29:45,208930000000003,restaurant1,3600,evening,000000030
2025-01-21 22:35:11,208930000000001,gym1,3600,evening,000000050
2025-01-21 23:06:18,208930000000004,home,7200,evening,000000040
2025-01-21 23:24:17,208930000000002,restaurant2,3600,evening,000000030
2025-01-21 23:32:52,208930000000003,home,7200,evening,000000060
2025-01-22 00:03:44,208930000000001,leisure1,7200,night,000000030
2025-01-22 00:14:00,208930000000003,leisure1,7200,night,000000040
2025-01-22 00:26:22,208930000000002,home,7200,night,000000040
2025-01-22 01:12:38,208930000000004,leisure2,7200,night,000000050
2025-01-22 02:08:06,208930000000002,leisure1,7200,night,000000040
2025-01-22 03:18:15,208930000000004,home,7200,night,000000040
2025-01-22 04:02:43,208930000000001,leisure2,7200,night,000000060
2025-01-22 04:12:20,208930000000002,home,7200,night,000000050
2025-01-22 04:50:17,208930000000002,leisure1,7200,night,000000040
2025-01-22 05:27:47,208930000000004,work,7200,morning,000000040
2025-01-22 05:38:09,208930000000001,work,7200,morning,000000050
2025-01-22 06:05:15,208930000000003,work,7200,morning,000000030
2025-01-22 07:11:34,208930000000002,work,7200,morning,000000040
2025-01-22 07:32:52,208930000000004,coffee2,1800,morning,000000050
2025-01-22 08:06:11,208930000000004,work,7200,morning,000000030
2025-01-22 09:45:30,208930000000001,gym2,3600,morning,000000030
2025-01-22 10:10:29,208930000000004,coffee2,1800,morning,000000050
2025-01-22 10:43:19,208930000000004,work,7200,morning,000000030
2025-01-22 10:44:21,208930000000003,gym2,3600,morning,000000030
2025-01-22 10:48:07,208930000000001,work,7200,morning,000000030
2025-01-22 11:21:17,208930000000001,restaurant2,3600,lunch,000000030
2025-01-22 11:22:05,208930000000003,work,7200,lunch,000000030
2025-01-22 12:24:25,208930000000001,work,7200,lunch,000000050
2025-01-22 12:46:34,208930000000004,restaurant2,3600,lunch,000000030
2025-01-22 12:49:19,208930000000002,restaurant2,3600,lunch,000000040
2025-01-22 13:04:39,208930000000001,restaurant1,3600,lunch,000000060
2025-01-22 13:38:16,208930000000003,restaurant1,3600,lunch,000000030
2025-01-22 13:49:50,208930000000004,leisure2,7200,lunch,000000060
2025-01-22 13:51:55,208930000000002,work,7200,lunch,000000040
2025-01-22 14:10:32,208930000000001,leisure1,7200,afternoon,000000030
2025-01-22 15:06:58,208930000000003,work,7200,afternoon,000000030
2025-01-22 15:36:22,208930000000001,coffee1,1800,afternoon,000000040
2025-01-22 15:54:45,208930000000004,work,7200,afternoon,000000030
2025-01-22 16:11:49,208930000000001,leisure2,7200,afternoon,000000050
2025-01-22 17:02:24,208930000000002,leisure2,7200,evening,000000050
2025-01-22 17:32:50,208930000000003,restaurant1,3600,evening,000000030
2025-01-22 17:58:03,208930000000004,restaurant1,3600,evening,000000030
2025-01-22 18:00:31,208930000000001,gym2,3600,evening,000000030
2025-01-22 18:35:56,208930000000003,home,7200,evening,000000060
2025-01-22 19:03:11,208930000000001,restaurant1,3600,evening,000000030
2025-01-22 19:05:55,208930000000004,home,7200,evening,000000040
2025-01-22 19:25:06,208930000000003,gym2,3600,evening,000000030
2025-01-22 20:10:51,208930000000001,leisure2,7200,evening,000000060
2025-01-22 20:28:28,208930000000003,leisure1,7200,evening,000000030
2025-01-22 20:43:42,208930000000001,gym1,3600,evening,000000050
2025-01-22 20:59:19,208930000000002,restaurant1,3600,evening,000000030
2025-01-22 21:11:52,208930000000004,restaurant1,3600,evening,000000030
2025-01-22 22:02:27,208930000000002,leisure1,7200,evening,000000030
2025-01-22 22:11:49,208930000000001,home,0,evening,000000050
2025-01-22 22:13:09,208930000000001,leisure2,7200,evening,000000050
2025-01-22 22:17:12,208930000000004,leisure1,7200,evening,000000030
2025-01-22 23:14:14,208930000000002,restaurant2,3600,evening,000000040
2025-01-22 23:28:36,208930000000003,home,7200,evening,000000050
2025-01-23 00:06:34,208930000000003,leisure1,7200,night,000000040
2025-01-23 00:16:17,208930000000002,home,7200,night,000000030
2025-01-23 00:18:33,208930000000001,leisure1,7200,night,000000030
2025-01-23 00:20:30,208930000000004,home,7200,night,000000040
2025-01-23 00:54:11,208930000000002,leisure2,7200,night,000000050
2025-01-23 02:23:57,208930000000004,leisure1,7200,night,000000040
2025-01-23 02:30:40,208930000000001,leisure2,7200,night,000000060
2025-01-23 02:52:13,208930000000002,leisure1,7200,night,000000040
2025-01-23 04:27:47,208930000000004,home,7200,night,000000040
2025-01-23 04:29:43,208930000000001,leisure1,7200,night,000000040
2025-01-23 05:06:21,208930000000002,coffee1,1800,morning,000000040
2025-01-23 05:38:55,208930000000002,work,7200,morning,000000040
2025-01-23 06:04:06,208930000000003,work,7200,morning,000000040
2025-01-23 06:21:07,208930000000001,work,7200,morning,000000040
2025-01-23 06:32:32,208930000000004,work,7200,morning,000000040
2025-01-23 08:38:23,208930000000004,home,7200,morning,000000040
2025-01-23 08:38:33,208930000000001,gym1,3600,morning,000000050
2025-01-23 08:51:08,208930000000002,coffee2,1800,morning,000000050
2025-01-23 09:28:43,208930000000002,gym1,3600,morning,000000040
2025-01-23 09:43:30,208930000000001,work,7200,morning,000000060
2025-01-23 10:30:32,208930000000003,coffee1,1800,morning,000000040
2025-01-23 10:32:14,208930000000002,coffee2,1800,morning,000000050
2025-01-23 10:42:52,208930000000004,coffee2,1800,morning,000000050
2025-01-23 10:42:53,208930000000001,coffee2,1800,morning,000000060
2025-01-23 11:03:58,208930000000003,restaurant2,3600,lunch,000000040
2025-01-23 11:15:04,208930000000001,work,7200,lunch,000000060
2025-01-23 11:17:51,208930000000004,work,7200,lunch,000000030
2025-01-23 11:18:32,208930000000002,restaurant1,3600,lunch,000000030
2025-01-23 12:08:26,208930000000003,leisure2,7200,lunch,000000060
2025-01-23 12:22:44,208930000000002,work,7200,lunch,000000050
2025-01-23 12:49:26,208930000000001,restaurant1,3600,lunch,000000060
2025-01-23 12:49:54,208930000000003,work,7200,lunch,000000040
2025-01-23 13:21:05,208930000000004,restaurant1,3600,lunch,000000030
2025-01-23 13:21:52,208930000000002,leisure1,7200,lunch,000000040
2025-01-23 13:52:50,208930000000001,work,7200,lunch,000000040
2025-01-23 14:22:01,208930000000003,leisure1,7200,afternoon,000000040
2025-01-23 14:25:18,208930000000004,leisure2,7200,afternoon,000000060
2025-01-23 15:32:46,208930000000001,leisure1,7200,afternoon,000000030
2025-01-23 15:59:56,208930000000002,work,7200,afternoon,000000050
2025-01-23 16:33:02,208930000000004,work,7200,afternoon,000000030
2025-01-23 17:37:38,208930000000001,restaurant2,3600,evening,000000030
2025-01-23 18:02:55,208930000000003,leisure2,7200,evening,000000050
2025-01-23 18:10:04,208930000000002,leisure2,7200,evening,000000050
2025-01-23 18:12:56,208930000000001,gym2,3600,evening,000000030
2025-01-23 18:36:09,208930000000004,restaurant2,3600,evening,000000030
2025-01-23 19:19:09,208930000000001,leisure2,7200,evening,000000060
2025-01-23 19:38:56,208930000000004,leisure1,7200,evening,000000030
2025-01-23 19:55:12,208930000000002,restaurant2,3600,evening,000000040
2025-01-23 20:13:50,208930000000001,home,0,evening,000000060
2025-01-23 20:17:05,208930000000001,leisure2,7200,evening,000000060
2025-01-23 20:26:04,208930000000003,restaurant1,3600,evening,000000030
2025-01-23 20:57:34,208930000000002,leisure1,7200,evening,000000040
2025-01-23 21:33:02,208930000000003,leisure1,7200,evening,000000030
2025-01-23 21:33:32,208930000000002,gym2,3600,evening,000000030
2025-01-23 21:44:47,208930000000004,restaurant1,3600,evening,000000030
2025-01-23 22:39:46,208930000000003,gym1,3600,evening,000000040
2025-01-23 22:49:47,208930000000004,gym1,3600,evening,000000050
2025-01-23 22:53:22,208930000000001,restaurant1,3600,evening,000000060
2025-01-23 23:01:08,208930000000002,gym1,3600,evening,000000040
2025-01-23 23:43:14,208930000000003,leisure1,7200,evening,000000040
2025-01-23 23:52:35,208930000000004,home,7200,evening,000000040
2025-01-23 23:59:17,208930000000001,home,7200,evening,000000040
2025-01-24 00:03:44,208930000000002,home,7200,night,000000060
2025-01-24 00:42:36,208930000000003,leisure2,7200,night,000000050
2025-01-24 01:15:04,208930000000002,leisure1,7200,night,000000040
2025-01-24 01:35:48,208930000000001,leisure2,7200,night,000000060
2025-01-24 01:55:57,208930000000004,leisure1,7200,night,000000040
2025-01-24 03:18:33,208930000000002,home,7200,night,000000040
2025-01-24 03:54:24,208930000000002,leisure2,7200,night,000000050
2025-01-24 03:56:30,208930000000001,leisure1,7200,night,000000040
2025-01-24 04:00:41,208930000000004,home,7200,night,000000040
2025-01-24 04:33:27,208930000000003,leisure1,7200,night,000000040
2025-01-24 05:29:44,208930000000002,work,7200,morning,000000040
2025-01-24 05:34:58,208930000000001,home,0,morning,000000040
2025-01-24 05:37:19,208930000000001,work,7200,morning,000000030
2025-01-24 06:07:52,208930000000004,work,7200,morning,000000040
2025-01-24 06:34:14,208930000000003,coffee2,1800,morning,000000050
2025-01-24 07:06:15,208930000000003,work,7200,morning,000000060
2025-01-24 07:47:57,208930000000002,coffee1,1800,morning,000000040
2025-01-24 08:12:01,208930000000004,coffee1,1800,morning,000000040
2025-01-24 08:21:22,208930000000002,work,7200,morning,000000060
2025-01-24 08:45:41,208930000000004,work,7200,morning,000000040
2025-01-24 09:25:06,208930000000002,coffee1,1800,morning,000000040
2025-01-24 10:03:02,208930000000002,work,7200,morning,000000060
2025-01-24 10:10:13,208930000000003,gym1,3600,morning,000000040
2025-01-24 10:49:57,208930000000004,home,7200,morning,000000040
2025-01-24 11:13:24,208930000000003,restaurant2,3600,lunch,000000040
