time,supi,location_type,duration,time_of_day,NrCellId
2025-02-06 07:31:33,208930000000004,work,6338,morning,000000050
2025-02-06 08:08:36,208930000000002,coffee2,3383,morning,000000050
2025-02-06 09:05:37,208930000000003,work,9939,morning,000000040
2025-02-06 09:15:32,208930000000001,work,5713,morning,000000050
2025-02-06 09:50:10,208930000000004,gym2,4994,morning,000000030
2025-02-06 11:21:22,208930000000004,restaurant2,4450,lunch,000000030
2025-02-06 11:33:15,208930000000002,restaurant2,2862,lunch,000000030
2025-02-06 11:46:42,208930000000003,restaurant1,5204,lunch,000000030
2025-02-06 12:38:43,208930000000004,park,1781,lunch,000000050
2025-02-06 12:40:09,208930000000001,restaurant1,1806,lunch,000000060
2025-02-06 12:58:59,208930000000002,work,6380,lunch,000000040
2025-02-06 13:43:19,208930000000001,work,7604,lunch,000000060
2025-02-06 14:17:12,208930000000004,work,7668,afternoon,000000040
2025-02-06 14:32:35,208930000000002,leisure1,6724,afternoon,000000040
2025-02-06 14:53:30,208930000000003,work,6497,afternoon,000000040
2025-02-06 15:01:59,208930000000001,leisure1,6681,afternoon,000000030
2025-02-06 15:46:46,208930000000003,coffee1,1820,afternoon,000000040
2025-02-06 16:27:17,208930000000003,leisure1,8170,afternoon,000000040
2025-02-06 17:20:41,208930000000002,restaurant2,3454,evening,000000040
2025-02-06 17:32:34,208930000000003,restaurant2,2812,evening,000000040
2025-02-06 18:14:25,208930000000004,home,4675,evening,000000040
2025-02-06 18:29:41,208930000000001,restaurant1,2401,evening,000000060
2025-02-06 18:29:59,208930000000003,gym2,3812,evening,000000030
2025-02-06 19:18:54,208930000000003,leisure2,7045,evening,000000050
2025-02-06 19:38:18,208930000000001,restaurant2,3865,evening,000000030
2025-02-06 19:52:01,208930000000004,restaurant2,4539,evening,000000040
2025-02-06 20:43:46,208930000000002,cinema,8718,evening,000000060
2025-02-06 20:51:10,208930000000001,home,5146,evening,000000030
2025-02-06 21:22:04,208930000000004,home,4586,evening,000000040
2025-02-06 21:39:21,208930000000002,restaurant2,4816,evening,000000040
2025-02-06 22:03:56,208930000000003,restaurant2,3230,evening,000000040
2025-02-06 22:31:22,208930000000001,leisure1,5382,evening,000000030
2025-02-06 22:59:57,208930000000004,leisure1,8667,evening,000000040
2025-02-06 23:07:49,208930000000002,restaurant1,1898,evening,000000030
2025-02-06 23:50:08,208930000000001,home,5372,evening,000000060
2025-02-07 00:06:25,208930000000002,home,5800,night,000000030
2025-02-07 00:20:24,208930000000003,leisure2,4578,night,000000050
2025-02-07 01:40:50,208930000000004,home,6210,night,000000040
2025-02-07 02:01:11,208930000000003,home,5605,night,000000040
2025-02-07 08:10:36,208930000000002,gym2,2332,morning,000000030
2025-02-07 08:45:32,208930000000004,gym1,2626,morning,000000040
2025-02-07 08:51:48,208930000000003,coffee1,2113,morning,000000040
2025-02-07 09:04:07,208930000000001,coffee1,2225,morning,000000040
2025-02-07 09:46:39,208930000000004,home,6735,morning,000000040
2025-02-07 09:52:58,208930000000002,work,5416,morning,000000060
2025-02-07 10:09:04,208930000000001,gym1,3586,morning,000000040
2025-02-07 10:18:28,208930000000003,gym2,5020,morning,000000030
2025-02-07 10:58:35,208930000000002,coffee2,2114,morning,000000050
2025-02-07 11:21:32,208930000000003,work,6949,lunch,000000060
2025-02-07 11:47:46,208930000000002,restaurant2,3652,lunch,000000030
2025-02-07 12:03:41,208930000000004,restaurant1,1913,lunch,000000030
2025-02-07 12:08:05,208930000000001,leisure2,8223,lunch,000000060
2025-02-07 13:06:34,208930000000004,work,5666,lunch,000000040
2025-02-07 13:50:40,208930000000002,work,7453,lunch,000000060
2025-02-07 14:16:14,208930000000001,park,1813,afternoon,000000050
2025-02-07 14:22:33,208930000000003,leisure1,8011,afternoon,000000040
2025-02-07 15:08:22,208930000000001,coffee1,2055,afternoon,000000040
2025-02-07 15:11:22,208930000000004,leisure2,6368,afternoon,000000050
2025-02-07 16:06:25,208930000000001,work,7349,afternoon,000000060
2025-02-07 16:49:35,208930000000003,work,6661,afternoon,000000060
2025-02-07 17:41:28,208930000000004,coffee1,1891,evening,000000040
2025-02-07 18:20:49,208930000000004,home,5504,evening,000000040
2025-02-07 18:26:33,208930000000002,leisure2,6064,evening,000000050
2025-02-07 19:22:04,208930000000003,gym1,3024,evening,000000040
2025-02-07 20:09:17,208930000000004,leisure1,5652,evening,000000040
2025-02-07 20:13:35,208930000000001,gym2,4039,evening,000000030
2025-02-07 21:09:51,208930000000002,restaurant1,5106,evening,000000030
2025-02-07 21:58:24,208930000000001,restaurant2,2959,evening,000000030
2025-02-07 22:08:56,208930000000004,restaurant2,3785,evening,000000040
2025-02-07 23:12:51,208930000000003,gym2,3476,evening,000000030
2025-02-07 23:27:08,208930000000004,home,7385,evening,000000040
2025-02-07 23:28:31,208930000000001,leisure1,8666,evening,000000030
2025-02-08 00:14:16,208930000000002,leisure2,7493,night,000000050
2025-02-08 00:26:07,208930000000003,home,5170,night,000000030
2025-02-08 01:14:49,208930000000001,home,6922,night,000000030
2025-02-08 02:09:19,208930000000002,home,6758,night,000000040
2025-02-08 07:57:08,208930000000002,gym2,3647,morning,000000030
2025-02-08 08:05:51,208930000000003,coffee2,1418,morning,000000050
2025-02-08 08:07:48,208930000000001,gym1,4292,morning,000000050
2025-02-08 08:27:43,208930000000004,coffee1,1991,morning,000000040
2025-02-08 09:06:11,208930000000004,work,7431,morning,000000040
2025-02-08 09:29:45,208930000000002,coffee1,1741,morning,000000040
2025-02-08 10:15:06,208930000000001,gym2,3464,morning,000000030
2025-02-08 10:58:24,208930000000002,work,8087,morning,000000060
2025-02-08 11:23:10,208930000000001,restaurant2,5795,lunch,000000030
2025-02-08 11:23:56,208930000000004,restaurant2,3425,lunch,000000040
2025-02-08 11:27:34,208930000000003,work,7029,lunch,000000060
2025-02-08 13:09:13,208930000000004,park,1746,lunch,000000050
2025-02-08 13:31:38,208930000000001,leisure2,8054,lunch,000000060
2025-02-08 14:23:09,208930000000003,coffee1,2161,afternoon,000000040
2025-02-08 14:46:59,208930000000004,work,5950,afternoon,000000040
2025-02-08 15:12:23,208930000000003,leisure1,5871,afternoon,000000040
2025-02-08 15:24:03,208930000000002,leisure1,6267,afternoon,000000030
2025-02-08 16:17:55,208930000000002,work,8518,afternoon,000000050
2025-02-08 17:12:35,208930000000004,leisure2,9898,evening,000000050
2025-02-08 17:39:31,208930000000003,leisure2,5453,evening,000000050
2025-02-08 18:30:20,208930000000001,cinema,8366,evening,000000060
2025-02-08 19:56:06,208930000000002,cinema,8808,evening,000000060
2025-02-08 20:27:40,208930000000004,restaurant1,3878,evening,000000060
2025-02-08 20:35:20,208930000000003,restaurant1,3759,evening,000000030
2025-02-08 20:59:33,208930000000001,restaurant1,4096,evening,000000060
2025-02-08 22:10:22,208930000000004,home,8950,evening,000000040
2025-02-08 22:22:20,208930000000002,restaurant1,761,evening,000000030
2025-02-08 22:56:51,208930000000002,home,9591,evening,000000030
2025-02-08 23:19:18,208930000000001,cinema,8477,evening,000000060
2025-02-08 23:46:00,208930000000003,cinema,8747,evening,000000060
2025-02-09 00:40:42,208930000000003,home,9300,night,000000060
2025-02-09 00:46:21,208930000000001,home,8032,night,000000060
2025-02-09 07:16:05,208930000000001,work,7159,morning,000000060
2025-02-09 07:35:54,208930000000004,gym1,4111,morning,000000040
2025-02-09 08:06:03,208930000000002,work,5995,morning,000000060
2025-02-09 08:51:57,208930000000003,work,8599,morning,000000060
2025-02-09 09:02:59,208930000000004,coffee2,1346,morning,000000050
2025-02-09 09:40:21,208930000000001,gym1,3806,morning,000000050
2025-02-09 09:44:15,208930000000004,home,6830,morning,000000040
2025-02-09 10:33:43,208930000000001,coffee2,2035,morning,000000060
2025-02-09 11:44:53,208930000000001,leisure1,7244,lunch,000000040
2025-02-09 11:46:37,208930000000004,work,8117,lunch,000000040
2025-02-09 12:09:49,208930000000002,park,1861,lunch,000000050
2025-02-09 12:28:06,208930000000001,work,6120,lunch,000000060
2025-02-09 13:46:08,208930000000003,restaurant1,4650,lunch,000000030
2025-02-09 14:30:54,208930000000004,leisure2,7428,afternoon,000000050
2025-02-09 14:46:45,208930000000002,leisure1,8137,afternoon,000000040
2025-02-09 15:21:31,208930000000003,work,5920,afternoon,000000030
2025-02-09 16:47:55,208930000000001,leisure2,7019,afternoon,000000060
2025-02-09 16:59:41,208930000000003,leisure1,4232,afternoon,000000040
2025-02-09 17:11:08,208930000000004,work,7838,evening,000000040
2025-02-09 17:34:35,208930000000002,restaurant2,3387,evening,000000040
2025-02-09 17:43:15,208930000000001,restaurant1,2189,evening,000000060
2025-02-09 18:36:50,208930000000003,restaurant1,2422,evening,000000030
2025-02-09 18:39:13,208930000000001,home,2538,evening,000000060
2025-02-09 19:31:40,208930000000001,restaurant2,2368,evening,000000030
2025-02-09 19:49:21,208930000000004,restaurant2,4078,evening,000000040
2025-02-09 20:02:33,208930000000002,leisure1,6857,evening,000000040
2025-02-09 21:12:17,208930000000001,gym1,4007,evening,000000050
2025-02-09 21:17:27,208930000000004,home,8859,evening,000000040
2025-02-09 22:46:15,208930000000001,restaurant1,3211,evening,000000060
2025-02-09 22:47:16,208930000000002,leisure2,8570,evening,000000050
2025-02-09 23:00:58,208930000000003,leisure1,7549,evening,000000040
2025-02-10 00:06:01,208930000000004,gym1,4620,night,000000040
2025-02-10 00:43:36,208930000000001,home,5841,night,000000060
2025-02-10 00:45:31,208930000000002,home,9231,night,000000050
2025-02-10 01:19:10,208930000000003,home,5690,night,000000040
2025-02-10 01:36:00,208930000000004,home,3813,night,000000040
2025-02-10 07:31:34,208930000000001,coffee1,1699,morning,000000040
2025-02-10 07:46:41,208930000000003,coffee2,2194,morning,000000050
2025-02-10 08:23:35,208930000000002,coffee1,2134,morning,000000040
2025-02-10 08:37:38,208930000000003,work,7556,morning,000000050
2025-02-10 09:31:46,208930000000001,work,10722,morning,000000060
2025-02-10 09:33:23,208930000000004,work,7239,morning,000000040
2025-02-10 10:00:41,208930000000002,work,3869,morning,000000060
2025-02-10 10:24:06,208930000000003,coffee2,1786,morning,000000050
2025-02-10 11:07:31,208930000000003,work,6989,lunch,000000050
2025-02-10 11:57:31,208930000000002,restaurant2,3305,lunch,000000040
2025-02-10 12:09:14,208930000000004,restaurant1,6721,lunch,000000030
2025-02-10 12:58:42,208930000000001,park,1840,lunch,000000050
2025-02-10 13:14:39,208930000000003,park,1907,lunch,000000050
2025-02-10 13:43:47,208930000000001,restaurant1,2296,lunch,000000060
2025-02-10 13:52:01,208930000000002,restaurant1,2429,lunch,000000030
2025-02-10 14:23:04,208930000000002,work,6419,afternoon,000000060
2025-02-10 14:25:47,208930000000004,coffee1,1313,afternoon,000000040
2025-02-10 14:52:28,208930000000004,work,7897,afternoon,000000040
2025-02-10 15:02:39,208930000000003,work,7441,afternoon,000000060
2025-02-10 15:27:23,208930000000001,coffee1,2034,afternoon,000000040
2025-02-10 16:21:18,208930000000001,coffee2,1798,afternoon,000000060
2025-02-10 16:30:40,208930000000002,coffee1,2219,afternoon,000000040
2025-02-10 17:11:13,208930000000004,home,10285,evening,000000040
2025-02-10 17:31:10,208930000000001,leisure1,11425,evening,000000040
2025-02-10 17:57:51,208930000000002,restaurant1,3049,evening,000000030
2025-02-10 18:03:11,208930000000003,gym1,3660,evening,000000040
2025-02-10 19:19:44,208930000000003,leisure1,8558,evening,000000040
2025-02-10 20:13:14,208930000000001,restaurant2,4311,evening,000000030
2025-02-10 20:17:02,208930000000004,restaurant2,3874,evening,000000040
2025-02-10 20:27:05,208930000000002,gym2,3341,evening,000000030
2025-02-10 21:31:50,208930000000004,gym2,4081,evening,000000030
2025-02-10 22:05:50,208930000000001,cinema,9510,evening,000000060
2025-02-10 22:18:52,208930000000002,restaurant1,5549,evening,000000030
2025-02-10 22:25:44,208930000000003,gym2,3343,evening,000000030
2025-02-10 22:48:49,208930000000004,restaurant1,3934,evening,000000030
2025-02-10 23:39:19,208930000000001,restaurant1,3597,evening,000000060
2025-02-10 23:41:13,208930000000002,home,4388,evening,000000040
2025-02-10 23:57:05,208930000000003,restaurant2,4031,evening,000000040
2025-02-11 00:42:21,208930000000004,cinema,6279,night,000000060
2025-02-11 01:01:20,208930000000001,home,10541,night,000000060
2025-02-11 01:12:59,208930000000003,home,5871,night,000000040
2025-02-11 03:07:29,208930000000004,home,6227,night,000000040
2025-02-11 07:38:04,208930000000003,coffee2,1751,morning,000000050
2025-02-11 08:01:06,208930000000002,work,5702,morning,000000060
2025-02-11 08:11:55,208930000000004,work,7322,morning,000000040
2025-02-11 08:16:27,208930000000001,work,5413,morning,000000060
2025-02-11 08:21:58,208930000000003,work,5812,morning,000000050
2025-02-11 10:49:32,208930000000004,gym2,3902,morning,000000030
2025-02-11 11:18:51,208930000000001,restaurant2,1519,lunch,000000030
2025-02-11 11:51:04,208930000000002,restaurant1,4786,lunch,000000030
2025-02-11 12:10:55,208930000000004,leisure1,8719,lunch,000000030
2025-02-11 12:40:44,208930000000001,restaurant1,3601,lunch,000000060
2025-02-11 13:36:08,208930000000002,work,9489,lunch,000000030
2025-02-11 13:49:10,208930000000001,restaurant2,4159,lunch,000000030
2025-02-11 14:49:43,208930000000004,coffee1,2116,afternoon,000000040
2025-02-11 15:15:06,208930000000002,coffee2,2417,afternoon,000000050
2025-02-11 16:01:30,208930000000004,leisure2,5518,afternoon,000000050
2025-02-11 16:24:48,208930000000001,work,7926,afternoon,000000060
2025-02-11 17:19:44,208930000000003,restaurant1,3153,evening,000000030
2025-02-11 17:27:40,208930000000002,restaurant1,2090,evening,000000030
2025-02-11 18:11:04,208930000000001,leisure2,8196,evening,000000060
2025-02-11 18:13:51,208930000000004,home,6537,evening,000000040
2025-02-11 18:23:38,208930000000002,home,8519,evening,000000030
2025-02-11 20:24:45,208930000000002,gym1,3342,evening,000000040
2025-02-11 20:31:55,208930000000001,restaurant2,4405,evening,000000030
2025-02-11 21:05:12,208930000000003,leisure1,7727,evening,000000040
2025-02-11 22:04:10,208930000000001,leisure1,6202,evening,000000030
2025-02-11 22:40:53,208930000000004,leisure2,8973,evening,000000050
2025-02-11 23:19:14,208930000000001,gym1,4153,evening,000000050
2025-02-11 23:24:09,208930000000002,restaurant1,2679,evening,000000030
2025-02-11 23:42:21,208930000000003,restaurant2,2538,evening,000000040
2025-02-12 00:23:47,208930000000002,home,9850,night,000000030
2025-02-12 00:44:43,208930000000003,home,11741,night,000000040
2025-02-12 01:25:38,208930000000001,home,8019,night,000000050
2025-02-12 01:36:56,208930000000004,home,7886,night,000000040
2025-02-12 07:33:38,208930000000003,coffee2,2172,morning,000000050
2025-02-12 07:43:16,208930000000004,coffee2,1357,morning,000000050
2025-02-12 08:02:30,208930000000001,gym2,2840,morning,000000030
2025-02-12 08:25:42,208930000000003,home,5959,morning,000000050
2025-02-12 08:32:36,208930000000002,work,7256,morning,000000030
2025-02-12 08:35:52,208930000000004,work,7517,morning,000000040
2025-02-12 09:29:44,208930000000001,coffee2,1728,morning,000000060
2025-02-12 10:16:59,208930000000001,work,6591,morning,000000060
2025-02-12 10:43:27,208930000000003,gym2,4055,morning,000000030
2025-02-12 11:04:31,208930000000004,coffee2,1600,lunch,000000050
2025-02-12 11:56:51,208930000000004,work,9986,lunch,000000040
2025-02-12 12:13:43,208930000000004,restaurant2,3204,lunch,000000040
2025-02-12 12:18:42,208930000000003,restaurant1,1855,lunch,000000030
2025-02-12 12:19:32,208930000000002,restaurant1,3019,lunch,000000030
2025-02-12 12:20:04,208930000000001,restaurant1,4158,lunch,000000060
2025-02-12 13:53:51,208930000000001,restaurant2,3879,lunch,000000030
2025-02-12 14:06:11,208930000000004,park,1798,afternoon,000000050
2025-02-12 14:30:14,208930000000003,leisure2,4994,afternoon,000000050
2025-02-12 15:33:37,208930000000002,leisure2,10658,afternoon,000000060
2025-02-12 15:54:16,208930000000004,work,5902,afternoon,000000040
2025-02-12 16:12:06,208930000000003,work,6688,afternoon,000000050
2025-02-12 16:13:25,208930000000002,work,8444,afternoon,000000060
2025-02-12 16:39:43,208930000000001,leisure2,6911,afternoon,000000060
2025-02-12 17:37:02,208930000000002,gym1,5001,evening,000000040
2025-02-12 17:37:38,208930000000003,restaurant2,2949,evening,000000040
2025-02-12 17:54:31,208930000000004,restaurant2,3659,evening,000000040
2025-02-12 18:54:38,208930000000003,leisure1,7599,evening,000000030
2025-02-12 19:29:51,208930000000004,leisure2,9248,evening,000000060
2025-02-12 19:50:09,208930000000001,restaurant1,1207,evening,000000030
2025-02-12 20:07:34,208930000000002,restaurant2,3236,evening,000000040
2025-02-12 20:55:20,208930000000001,cinema,8253,evening,000000060
2025-02-12 20:55:48,208930000000003,restaurant2,3855,evening,000000040
2025-02-12 21:25:20,208930000000002,restaurant1,3854,evening,000000030
2025-02-12 22:25:22,208930000000003,gym1,4364,evening,000000040
2025-02-12 22:43:47,208930000000001,leisure1,3356,evening,000000030
2025-02-12 22:46:03,208930000000004,restaurant1,1920,evening,000000060
2025-02-13 00:02:27,208930000000004,cinema,8442,night,000000060
2025-02-13 00:03:43,208930000000001,home,7205,night,000000030
2025-02-13 00:15:48,208930000000003,cinema,8535,night,000000060
2025-02-13 00:52:05,208930000000002,home,5799,night,000000030
2025-02-13 02:13:13,208930000000003,home,9888,night,000000040
2025-02-13 03:11:53,208930000000004,home,6552,night,000000040
2025-02-13 07:33:12,208930000000003,work,10463,morning,000000060
2025-02-13 07:54:11,208930000000001,work,7990,morning,000000060
2025-02-13 08:05:08,208930000000002,work,9845,morning,000000050
